"Video_Frame_Index","Jaw_0_X","Jaw_0_Y","Jaw_1_X","Jaw_1_Y","Jaw_2_X","Jaw_2_Y","Jaw_3_X","Jaw_3_Y","Jaw_4_X","Jaw_4_Y","Jaw_5_X","Jaw_5_Y","Jaw_6_X","Jaw_6_Y","Jaw_7_X","Jaw_7_Y","Jaw_8_X","Jaw_8_Y","Jaw_9_X","Jaw_9_Y","Jaw_10_X","Jaw_10_Y","Jaw_11_X","Jaw_11_Y","Jaw_12_X","Jaw_12_Y","Jaw_13_X","Jaw_13_Y","Jaw_14_X","Jaw_14_Y","Jaw_15_X","Jaw_15_Y","Jaw_16_X","Jaw_16_Y","RightEyebrow_17_X","RightEyebrow_17_Y","RightEyebrow_18_X","RightEyebrow_18_Y","RightEyebrow_19_X","RightEyebrow_19_Y","RightEyebrow_20_X","RightEyebrow_20_Y","RightEyebrow_21_X","RightEyebrow_21_Y","LeftEyebrow_22_X","LeftEyebrow_22_Y","LeftEyebrow_23_X","LeftEyebrow_23_Y","LeftEyebrow_24_X","LeftEyebrow_24_Y","LeftEyebrow_25_X","LeftEyebrow_25_Y","LeftEyebrow_26_X","LeftEyebrow_26_Y","Nose_27_X","Nose_27_Y","Nose_28_X","Nose_28_Y","Nose_29_X","Nose_29_Y","Nose_30_X","Nose_30_Y","Nose_31_X","Nose_31_Y","Nose_32_X","Nose_32_Y","Nose_33_X","Nose_33_Y","Nose_34_X","Nose_34_Y","Nose_35_X","Nose_35_Y","RightEye_36_X","RightEye_36_Y","RightEye_37_X","RightEye_37_Y","RightEye_38_X","RightEye_38_Y","RightEye_39_X","RightEye_39_Y","RightEye_40_X","RightEye_40_Y","RightEye_41_X","RightEye_41_Y","LeftEye_42_X","LeftEye_42_Y","LeftEye_43_X","LeftEye_43_Y","LeftEye_44_X","LeftEye_44_Y","LeftEye_45_X","LeftEye_45_Y","LeftEye_46_X","LeftEye_46_Y","LeftEye_47_X","LeftEye_47_Y","Mouth_48_X","Mouth_48_Y","Mouth_49_X","Mouth_49_Y","Mouth_50_X","Mouth_50_Y","Mouth_51_X","Mouth_51_Y","Mouth_52_X","Mouth_52_Y","Mouth_53_X","Mouth_53_Y","Mouth_54_X","Mouth_54_Y","Mouth_55_X","Mouth_55_Y","Mouth_56_X","Mouth_56_Y","Mouth_57_X","Mouth_57_Y","Mouth_58_X","Mouth_58_Y","Mouth_59_X","Mouth_59_Y","Mouth_60_X","Mouth_60_Y","Mouth_61_X","Mouth_61_Y","Mouth_62_X","Mouth_62_Y","Mouth_63_X","Mouth_63_Y","Mouth_64_X","Mouth_64_Y","Mouth_65_X","Mouth_65_Y","Mouth_66_X","Mouth_66_Y","Mouth_67_X","Mouth_67_Y","Face_68_X","Face_68_Y","Face_69_X","Face_69_Y","Face_70_X","Face_70_Y","Face_71_X","Face_71_Y","Periocular_72_X","Periocular_72_Y","Periocular_73_X","Periocular_73_Y","Periocular_74_X","Periocular_74_Y","Periocular_75_X","Periocular_75_Y","LeftScreen_76_X","LeftScreen_76_Y","LeftScreen_77_X","LeftScreen_77_Y","LeftScreen_78_X","LeftScreen_78_Y","LeftScreen_79_X","LeftScreen_79_Y","RightScreen_80_X","RightScreen_80_Y","RightScreen_81_X","RightScreen_81_Y","RightScreen_82_X","RightScreen_82_Y","RightScreen_83_X","RightScreen_83_Y","WholeScreen_84_X","WholeScreen_84_Y","WholeScreen_85_X","WholeScreen_85_Y","WholeScreen_86_X","WholeScreen_86_Y","WholeScreen_87_X","WholeScreen_87_Y"
1137,726.0,479.0,736.0,527.0,749.0,570.0,763.0,617.0,780.0,661.0,810.0,700.0,853.0,727.0,905.0,743.0,960.0,747.0,1012.0,735.0,1054.0,711.0,1087.0,678.0,1107.0,636.0,1115.0,589.0,1121.0,542.0,1125.0,497.0,1124.0,449.0,753.96,445.36,779.16,408.16,819.96,384.16,866.76,379.36,911.16,388.96,946.6800000000001,384.24,986.28,367.44,1030.68,362.64,1072.68,381.84,1096.68,417.84,923.3333333333334,410.0888888888889,933.3333333333334,448.4888888888889,945.3333333333334,486.8888888888889,955.3333333333334,526.4888888888889,879.3333333333334,563.6888888888889,913.3333333333334,570.8888888888889,953.3333333333334,576.8888888888889,985.3333333333334,569.6888888888889,1013.3333333333334,558.8888888888889,786.8,459.25,822.8,401.75,871.4,399.25,912.8,459.25,871.4,479.25,822.8,484.25,949.6666666666667,460.0,989.2666666666667,392.5,1039.6666666666667,385.0,1073.8666666666668,440.0,1045.0666666666666,470.0,996.4666666666667,472.5,856.55,628.05,890.35,606.45,925.45,595.65,948.85,598.05,969.65,593.25,1003.45,600.45,1034.65,618.45,1006.05,636.45,977.45,646.05,955.35,649.65,930.65,648.45,895.55,641.25,870.85,625.65,928.05,613.65,950.15,614.85,970.95,612.45,1020.35,617.25,973.55,628.05,952.75,631.65,929.35,629.25,726.0,151.0,1125.0,151.0,1125.0,747.0,726.0,747.0,753.96,362.64,1096.68,362.64,1096.68,484.25,753.96,484.25,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
1138,730.0,482.0,739.0,530.0,752.0,574.0,766.0,620.0,784.0,664.0,815.0,701.0,857.0,728.0,908.0,743.0,962.0,746.0,1012.0,734.0,1052.0,710.0,1085.0,678.0,1106.0,636.0,1115.0,591.0,1121.0,543.0,1125.0,498.0,1125.0,450.0,756.2,441.8,781.4,407.0,821.0,384.2,866.6,380.6,909.8,391.4,946.6,386.32,987.4,369.52,1030.6,364.72,1072.6,382.72,1097.8,418.72,925.0,412.1777777777778,935.0,450.5777777777778,945.0,490.1777777777778,957.0,528.5777777777778,879.0,564.5777777777778,913.0,571.7777777777778,953.0,577.7777777777778,985.0,570.5777777777778,1013.0,559.7777777777778,788.6,460.5,822.8,405.5,871.4,400.5,911.0,460.5,871.4,478.0,822.8,483.0,950.2,460.25,989.8,395.25,1038.4,387.75,1072.6,442.75,1043.8,470.25,995.2,472.75,854.5649999999999,630.08,888.365,607.28,923.465,597.68,946.865,600.08,967.665,594.08,1001.465,601.28,1033.965,619.28,1005.365,639.68,974.165,649.28,952.0649999999999,651.68,928.665,650.48,893.5649999999999,644.48,868.865,627.68,926.0649999999999,616.88,948.165,616.88,968.965,614.48,1019.665,618.08,970.265,628.88,949.465,632.48,927.365,631.28,730.0,154.0,1125.0,154.0,1125.0,746.0,730.0,746.0,756.2,364.72,1097.8,364.72,1097.8,483.0,756.2,483.0,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
1139,728.0,483.0,738.0,530.0,752.0,574.0,765.0,620.0,783.0,663.0,815.0,701.0,858.0,728.0,909.0,744.0,963.0,746.0,1013.0,734.0,1054.0,709.0,1086.0,677.0,1105.0,635.0,1113.0,590.0,1120.0,543.0,1125.0,498.0,1126.0,450.0,755.16,440.84,780.36,404.84,821.16,382.04,865.56,379.64,908.76,391.64,944.36,388.6,985.16,370.6,1029.56,364.6,1072.76,382.6,1099.16,418.6,924.7777777777778,413.0,932.7777777777778,452.6,942.7777777777778,492.2,952.7777777777778,531.8,878.7777777777778,565.4,912.7777777777778,573.8,950.7777777777778,579.8,982.7777777777778,571.4,1010.7777777777778,563.0,787.4666666666667,460.25,821.6666666666667,402.75,870.2666666666667,400.25,911.6666666666667,460.25,870.2666666666667,480.25,821.6666666666667,485.25,950.3333333333333,461.5,988.1333333333333,394.0,1038.5333333333333,389.0,1074.5333333333333,444.0,1043.9333333333334,471.5,993.5333333333333,474.0,853.4,630.94,885.9,609.34,922.3,598.54,945.7,600.94,967.8,596.14,1002.9,603.34,1034.1,620.14,1005.5,640.54,975.6,651.34,952.2,653.74,927.5,652.54,891.1,645.34,867.7,628.54,924.9,618.94,948.3,620.14,969.1,616.54,1019.8,620.14,970.4,630.94,949.6,634.54,926.2,633.34,728.0,154.0,1126.0,154.0,1126.0,746.0,728.0,746.0,755.16,364.6,1099.16,364.6,1099.16,485.25,755.16,485.25,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
1140,730.0,482.0,740.0,530.0,754.0,574.0,768.0,621.0,786.0,664.0,818.0,702.0,860.0,729.0,910.0,745.0,964.0,748.0,1013.0,735.0,1055.0,710.0,1087.0,677.0,1107.0,635.0,1115.0,589.0,1121.0,542.0,1126.0,499.0,1126.0,451.0,756.52,438.76,779.32,402.76,820.12,379.96,864.52,378.76,906.52,390.76,944.3199999999999,389.64,985.12,371.64,1029.52,365.64,1072.72,383.64,1100.32,418.44,923.0,415.02222222222224,933.0,454.6222222222222,943.0,494.22222222222223,953.0,533.8222222222222,879.0,568.6222222222223,913.0,575.8222222222222,949.0,580.6222222222223,983.0,573.4222222222222,1011.0,563.8222222222222,787.4666666666667,459.25,821.6666666666667,404.25,870.2666666666667,401.75,911.6666666666667,461.75,870.2666666666667,481.75,821.6666666666667,484.25,950.2,462.75,988.0,395.25,1038.4,390.25,1074.4,442.75,1043.8,472.75,995.2,475.25,853.3100000000001,631.73,887.11,610.13,923.51,599.33,946.91,602.93,966.41,598.13,1002.8100000000001,605.33,1035.31,623.33,1006.71,643.73,974.21,654.53,952.11,658.13,927.41,655.73,892.3100000000001,648.53,867.61,629.33,926.11,620.93,948.21,620.93,969.01,618.53,1021.01,622.13,970.3100000000001,632.93,949.51,636.53,926.11,634.13,730.0,154.0,1126.0,154.0,1126.0,748.0,730.0,748.0,756.52,365.64,1100.32,365.64,1100.32,484.25,756.52,484.25,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
1141,730.0,486.0,739.0,534.0,753.0,578.0,768.0,625.0,786.0,666.0,817.0,704.0,857.0,731.0,906.0,748.0,959.0,751.0,1009.0,739.0,1051.0,714.0,1086.0,681.0,1106.0,640.0,1114.0,594.0,1121.0,547.0,1126.0,502.0,1127.0,454.0,756.52,438.36,780.52,403.56,820.12,381.96,863.32,383.16,906.52,393.96,945.64,392.76,985.24,374.76,1028.44,368.76,1071.64,385.56,1098.04,419.16,921.7777777777778,417.8222222222222,931.7777777777778,458.6222222222222,941.7777777777778,499.4222222222222,951.7777777777778,540.2222222222222,877.7777777777778,571.4222222222222,913.7777777777778,578.6222222222223,949.7777777777778,584.6222222222223,981.7777777777778,577.4222222222222,1009.7777777777778,567.8222222222222,785.6666666666667,463.0,821.6666666666667,405.5,872.0666666666667,400.5,911.6666666666667,465.5,870.2666666666667,485.5,821.6666666666667,488.0,949.2,464.5,987.0,397.0,1037.4,392.0,1073.4,447.0,1042.8,474.5,994.2,477.0,853.745,636.15,886.245,613.35,921.345,603.75,944.745,606.15,965.545,601.35,1000.645,608.55,1031.845,625.35,1003.245,642.15,973.345,654.15,951.245,657.75,926.545,656.55,891.4449999999999,649.35,868.045,633.75,923.9449999999999,625.35,947.345,626.55,968.145,624.15,1017.545,625.35,969.4449999999999,630.15,948.645,632.55,923.9449999999999,632.55,730.0,157.0,1127.0,157.0,1127.0,751.0,730.0,751.0,756.52,368.76,1098.04,368.76,1098.04,488.0,756.52,488.0,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
1142,728.0,489.0,738.0,537.0,752.0,581.0,767.0,627.0,784.0,669.0,814.0,707.0,854.0,735.0,903.0,754.0,956.0,757.0,1007.0,744.0,1050.0,719.0,1085.0,686.0,1106.0,645.0,1115.0,600.0,1121.0,552.0,1127.0,507.0,1128.0,459.0,755.36,443.24,780.56,409.64,820.16,388.04,863.36,388.04,906.56,400.04,946.48,397.8,986.08,379.8,1030.48,372.6,1073.68,390.6,1101.28,424.2,922.0,423.84444444444443,932.0,464.64444444444445,942.0,505.44444444444446,952.0,547.4444444444445,878.0,577.4444444444445,912.0,584.6444444444444,948.0,590.6444444444444,982.0,582.2444444444444,1010.0,572.6444444444444,787.4666666666667,468.0,821.6666666666667,410.5,872.0666666666667,405.5,911.6666666666667,470.5,870.2666666666667,490.5,819.8666666666667,493.0,948.5333333333333,469.5,988.1333333333333,402.0,1038.5333333333333,394.5,1074.5333333333333,452.0,1043.9333333333334,479.5,995.3333333333333,484.5,852.46,640.15,886.26,617.35,922.66,607.75,946.0600000000001,611.35,966.86,605.35,1000.66,612.55,1033.16,630.55,1003.26,646.15,973.36,658.15,949.96,661.75,925.26,660.55,890.16,655.75,868.0600000000001,637.75,923.96,631.75,947.36,631.75,968.16,630.55,1017.5600000000001,630.55,969.46,629.35,947.36,632.95,923.96,632.95,728.0,161.0,1128.0,161.0,1128.0,757.0,728.0,757.0,755.36,372.6,1101.28,372.6,1101.28,493.0,755.36,493.0,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
1143,732.0,486.0,741.0,536.0,755.0,583.0,769.0,631.0,786.0,675.0,815.0,714.0,856.0,741.0,905.0,759.0,958.0,761.0,1009.0,748.0,1051.0,723.0,1085.0,689.0,1106.0,646.0,1115.0,600.0,1122.0,550.0,1126.0,502.0,1126.0,452.0,753.32,451.6,777.32,416.8,818.12,392.8,862.52,392.8,905.72,406.0,944.4,402.8,984.0,384.8,1028.4,377.6,1071.6,395.6,1101.6,429.2,920.4444444444445,427.6666666666667,930.4444444444445,468.4666666666667,940.4444444444445,510.4666666666667,950.4444444444445,552.4666666666667,878.4444444444445,582.4666666666667,912.4444444444445,589.6666666666666,948.4444444444445,595.6666666666666,982.4444444444445,588.4666666666667,1010.4444444444445,577.6666666666666,785.9333333333333,471.5,820.1333333333333,414.0,872.3333333333333,411.5,911.9333333333333,471.5,870.5333333333333,491.5,820.1333333333333,494.0,947.0,474.5,988.4,407.0,1038.8,399.5,1074.8,454.5,1044.2,482.0,993.8,484.5,851.16,644.19,886.26,622.59,921.36,611.79,946.0600000000001,615.39,968.16,610.59,1001.96,616.59,1034.46,634.59,1004.5600000000001,650.19,973.36,662.19,949.96,665.79,923.96,664.59,888.86,659.79,866.76,641.79,922.66,635.79,947.36,635.79,969.46,633.39,1020.16,633.39,969.46,632.19,947.36,635.79,922.66,634.59,732.0,143.0,1126.0,143.0,1126.0,761.0,732.0,761.0,753.32,377.6,1101.6,377.6,1101.6,494.0,753.32,494.0,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
1144,733.0,486.0,741.0,536.0,755.0,584.0,770.0,632.0,787.0,677.0,816.0,717.0,858.0,744.0,907.0,762.0,960.0,763.0,1009.0,750.0,1052.0,724.0,1086.0,690.0,1106.0,646.0,1115.0,599.0,1122.0,550.0,1127.0,503.0,1126.0,453.0,751.88,454.52,778.28,419.72,820.28,396.92,864.68,396.92,907.88,408.92,944.3199999999999,405.92,985.12,387.92,1028.32,380.72,1072.72,397.52,1101.52,429.92,921.3333333333334,428.4222222222222,931.3333333333334,470.4222222222222,939.3333333333334,513.6222222222223,949.3333333333334,555.6222222222223,875.3333333333334,584.4222222222222,909.3333333333334,591.6222222222223,947.3333333333334,597.6222222222223,981.3333333333334,590.4222222222222,1011.3333333333334,580.8222222222222,786.0666666666667,470.5,820.2666666666667,415.5,870.6666666666667,413.0,912.0666666666667,473.0,870.6666666666667,490.5,820.2666666666667,495.5,948.8,473.5,988.4,408.5,1038.8,403.5,1074.8,456.0,1042.4,481.0,993.8,483.5,852.61,646.17,885.11,624.57,917.61,614.97,944.91,618.57,968.3100000000001,612.57,1002.11,619.77,1034.6100000000001,636.57,1004.71,650.97,974.8100000000001,662.97,948.8100000000001,666.57,922.8100000000001,666.57,889.01,660.57,866.91,643.77,918.91,637.77,946.21,638.97,970.91,635.37,1020.3100000000001,635.37,970.91,634.17,946.21,638.97,920.21,637.77,733.0,143.0,1127.0,143.0,1127.0,763.0,733.0,763.0,751.88,380.72,1101.52,380.72,1101.52,495.5,751.88,495.5,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
1145,732.0,484.0,740.0,535.0,754.0,584.0,768.0,632.0,785.0,676.0,813.0,716.0,854.0,745.0,901.0,764.0,954.0,766.0,1005.0,754.0,1049.0,728.0,1085.0,693.0,1106.0,649.0,1115.0,602.0,1122.0,553.0,1127.0,504.0,1126.0,455.0,752.2,454.48,776.2,419.68,818.2,396.88,862.6,396.88,905.8,410.08,944.3199999999999,406.8,983.92,388.8,1028.32,382.8,1072.72,399.6,1102.72,432.0,919.0,430.4888888888889,929.0,472.4888888888889,937.0,515.6888888888889,947.0,557.6888888888889,877.0,585.2888888888889,909.0,593.6888888888889,945.0,599.6888888888889,979.0,591.2888888888889,1009.0,581.6888888888889,784.8,473.75,819.0,416.25,871.2,413.75,912.6,476.25,869.4,496.25,819.0,498.75,945.8666666666667,478.0,987.2666666666667,410.5,1037.6666666666667,403.0,1075.4666666666667,458.0,1043.0666666666666,488.0,992.6666666666667,490.5,850.85,644.8,883.35,624.4,918.45,616.0,943.15,619.6,966.55,613.6,997.75,619.6,1030.25,637.6,1000.35,653.2,970.45,665.2,945.75,668.8,918.45,666.4,885.95,660.4,866.45,642.4,918.45,638.8,944.45,640.0,967.85,637.6,1014.65,637.6,966.55,636.4,943.15,640.0,917.15,637.6,732.0,144.0,1127.0,144.0,1127.0,766.0,732.0,766.0,752.2,382.8,1102.72,382.8,1102.72,498.75,752.2,498.75,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
1146,732.0,484.0,740.0,535.0,754.0,583.0,769.0,631.0,786.0,677.0,814.0,717.0,855.0,745.0,903.0,764.0,954.0,766.0,1004.0,753.0,1048.0,727.0,1084.0,691.0,1106.0,648.0,1115.0,600.0,1121.0,551.0,1126.0,503.0,1126.0,452.0,752.16,453.48,777.36,418.68,818.16,395.88,862.56,395.88,905.76,409.08,943.3199999999999,405.72,982.92,388.92,1027.32,381.72,1071.72,398.52,1101.72,432.12,919.5555555555555,428.44444444444446,929.5555555555555,471.64444444444445,937.5555555555555,513.6444444444444,945.5555555555555,556.8444444444444,875.5555555555555,583.2444444444444,909.5555555555555,591.6444444444444,943.5555555555555,597.6444444444444,977.5555555555555,589.2444444444444,1007.5555555555555,579.6444444444444,784.4,470.25,820.4,415.25,870.8,412.75,912.2,472.75,870.8,492.75,820.4,495.25,946.5333333333333,476.25,986.1333333333333,408.75,1036.5333333333333,401.25,1074.3333333333333,456.25,1041.9333333333334,486.25,991.5333333333333,486.25,850.865,642.61,883.365,622.21,917.165,613.81,943.165,617.41,966.5649999999999,612.61,999.0649999999999,619.81,1031.565,637.81,1000.365,653.41,970.465,665.41,944.465,667.81,917.165,666.61,884.665,659.41,865.165,640.21,918.465,636.61,944.465,639.01,967.865,636.61,1017.265,636.61,966.5649999999999,635.41,943.165,639.01,917.165,636.61,732.0,138.0,1126.0,138.0,1126.0,766.0,732.0,766.0,752.16,381.72,1101.72,381.72,1101.72,495.25,752.16,495.25,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
1147,732.0,482.0,740.0,532.0,753.0,578.0,766.0,626.0,781.0,672.0,808.0,713.0,849.0,743.0,898.0,763.0,951.0,766.0,1002.0,753.0,1046.0,727.0,1083.0,691.0,1104.0,648.0,1114.0,601.0,1121.0,551.0,1127.0,502.0,1126.0,453.0,751.04,452.56,776.24,417.76,818.24,394.96,862.64,393.76,905.84,406.96,943.28,403.64,984.08,385.64,1028.48,380.84,1071.68,397.64,1100.48,431.24,919.6666666666666,427.73333333333335,927.6666666666666,469.73333333333335,937.6666666666666,510.5333333333333,945.6666666666666,552.5333333333333,875.6666666666666,581.3333333333334,909.6666666666666,588.5333333333333,943.6666666666666,594.5333333333333,977.6666666666666,587.3333333333334,1007.6666666666666,577.7333333333333,785.2,469.0,819.4,416.5,869.8,411.5,911.2,471.5,868.0,491.5,819.4,494.0,947.8,474.75,985.6,409.75,1037.8,402.25,1073.8,454.75,1043.2,484.75,992.8,484.75,851.12,639.46,883.62,620.26,917.42,611.86,942.12,615.46,965.52,610.66,998.02,617.86,1029.22,635.86,998.02,651.46,968.12,662.26,944.72,665.86,917.42,663.46,884.92,656.26,865.42,638.26,917.42,634.66,943.42,635.86,966.8199999999999,634.66,1014.92,634.66,965.52,633.46,942.12,637.06,916.12,634.66,732.0,140.0,1127.0,140.0,1127.0,766.0,732.0,766.0,751.04,380.84,1100.48,380.84,1100.48,494.0,751.04,494.0,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
1148,731.0,490.0,739.0,537.0,751.0,581.0,765.0,628.0,781.0,672.0,809.0,711.0,850.0,740.0,898.0,760.0,949.0,764.0,999.0,752.0,1044.0,726.0,1082.0,692.0,1103.0,651.0,1112.0,604.0,1120.0,555.0,1126.0,509.0,1128.0,461.0,755.68,447.08,778.48,414.68,818.08,393.08,861.28,393.08,904.48,405.08,941.12,401.72,981.92,383.72,1026.32,377.72,1071.92,394.52,1100.72,429.32,918.5555555555555,427.0,928.5555555555555,467.8,936.5555555555555,508.6,944.5555555555555,549.4,874.5555555555555,578.2,908.5555555555555,586.6,942.5555555555555,592.6,976.5555555555555,584.2,1006.5555555555555,574.6,783.9333333333333,468.5,818.1333333333333,411.0,870.3333333333333,406.0,909.9333333333333,471.0,868.5333333333333,493.5,818.1333333333333,496.0,946.1333333333333,470.25,985.7333333333333,402.75,1037.9333333333334,397.75,1073.9333333333334,455.25,1043.3333333333333,485.25,992.9333333333333,487.75,848.895,637.55,881.395,617.15,916.495,608.75,941.1949999999999,612.35,964.595,607.55,997.095,614.75,1026.995,635.15,998.395,649.55,967.1949999999999,660.35,942.495,663.95,915.1949999999999,661.55,883.995,654.35,864.495,635.15,916.495,631.55,942.495,632.75,965.895,631.55,1012.6949999999999,632.75,964.595,631.55,941.1949999999999,633.95,915.1949999999999,632.75,731.0,158.0,1128.0,158.0,1128.0,764.0,731.0,764.0,755.68,377.72,1100.72,377.72,1100.72,496.0,755.68,496.0,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
1149,732.0,486.0,740.0,534.0,753.0,580.0,766.0,627.0,782.0,671.0,810.0,711.0,850.0,740.0,899.0,759.0,950.0,762.0,1001.0,750.0,1047.0,723.0,1084.0,689.0,1105.0,647.0,1113.0,601.0,1121.0,552.0,1127.0,507.0,1128.0,459.0,753.16,445.24,778.36,411.64,819.16,390.04,863.56,390.04,906.76,402.04,941.12,399.76,981.92,381.76,1027.52,375.76,1070.72,392.56,1100.72,426.16,920.2222222222222,424.02222222222224,928.2222222222222,464.8222222222222,938.2222222222222,505.6222222222222,944.2222222222222,546.4222222222222,876.2222222222222,575.2222222222222,908.2222222222222,582.4222222222222,942.2222222222222,589.6222222222223,976.2222222222222,581.2222222222222,1006.2222222222222,571.6222222222223,784.9333333333333,465.75,819.1333333333333,405.75,871.3333333333333,403.25,910.9333333333333,468.25,869.5333333333333,490.75,819.1333333333333,493.25,947.5333333333333,469.5,985.3333333333333,399.5,1037.5333333333333,394.5,1075.3333333333333,452.0,1044.7333333333333,482.0,992.5333333333333,484.5,850.1949999999999,635.48,880.095,615.08,915.1949999999999,606.68,941.1949999999999,611.48,964.595,605.48,998.395,612.68,1028.295,633.08,998.395,649.88,967.1949999999999,659.48,942.495,661.88,915.1949999999999,659.48,882.6949999999999,652.28,865.795,634.28,915.1949999999999,628.28,942.495,630.68,965.895,628.28,1012.6949999999999,630.68,964.595,630.68,941.1949999999999,634.28,915.1949999999999,631.88,732.0,156.0,1128.0,156.0,1128.0,762.0,732.0,762.0,753.16,375.76,1100.72,375.76,1100.72,493.25,753.16,493.25,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
1150,734.0,487.0,741.0,534.0,754.0,579.0,766.0,627.0,781.0,671.0,809.0,710.0,849.0,739.0,899.0,758.0,951.0,761.0,1001.0,748.0,1047.0,723.0,1084.0,689.0,1105.0,647.0,1113.0,601.0,1121.0,553.0,1128.0,507.0,1128.0,459.0,755.4,444.36,779.4,409.56,820.2,387.96,863.4,387.96,906.6,401.16,941.16,398.88,980.76,379.68,1026.36,373.68,1071.96,390.48,1100.76,425.28,919.5555555555555,423.26666666666665,929.5555555555555,461.6666666666667,937.5555555555555,502.4666666666667,945.5555555555555,542.0666666666667,875.5555555555555,573.2666666666667,909.5555555555555,580.4666666666667,943.5555555555555,587.6666666666666,977.5555555555555,580.4666666666667,1007.5555555555555,569.6666666666666,786.4666666666667,465.75,818.8666666666667,403.25,871.0666666666667,400.75,912.4666666666667,468.25,869.2666666666667,488.25,818.8666666666667,490.75,947.5333333333333,469.25,985.3333333333333,396.75,1037.5333333333333,391.75,1075.3333333333333,451.75,1044.7333333333333,481.75,992.5333333333333,481.75,850.21,635.73,880.11,614.13,915.21,604.53,941.21,609.33,964.61,603.33,998.41,611.73,1028.31,632.13,998.41,647.73,967.21,658.53,942.51,660.93,915.21,658.53,882.71,652.53,864.51,633.33,915.21,626.13,942.51,628.53,965.91,626.13,1012.71,630.93,964.61,629.73,941.21,632.13,915.21,630.93,734.0,157.0,1128.0,157.0,1128.0,761.0,734.0,761.0,755.4,373.68,1100.76,373.68,1100.76,490.75,755.4,490.75,0.0,0.0,960.0,0.0,960.0,1080.0,0.0,1080.0,960.0,0.0,1920.0,0.0,1920.0,1080.0,960.0,1080.0,0.0,0.0,1920.0,0.0,1920.0,1080.0,0.0,1080.0
